,Heading,Sub_Heading,Closing,Notice_status,Contract_location,Contract_value,Publication_date,Procurement_stage,Approach_to_market_date
1283,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
1284,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
1285,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
1286,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
1287,NHS National Framework Agreement for the supply of products for the treatment of Haemophilia A,NHS ENGLAND,,Open,"United Kingdom, Isle of Man, Channel Islands",20586250000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-02-01
1288,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
1289,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
1290,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
1291,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
1292,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
1293,RA320214 - Supply and installation of 5No. Trovex Hygipod Basin Units,Shropshire Healthcare Procurement Service,2022-07-15 17:30:00,Open,SY3 8XQ,0.0,"1 July 2022, last edited  1 July 2022",Opportunity,
1294,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
1295,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
1296,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
1297,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
1298,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
1299,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
1300,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
1301,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
1302,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
1303,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
1304,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
1305,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
1306,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
1307,NHS National Framework Agreement for the supply of products for the treatment of Haemophilia A,NHS ENGLAND,,Open,"United Kingdom, Isle of Man, Channel Islands",20586250000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-02-01
1308,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
1309,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
1310,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
1311,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
1312,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
1313,RA320214 - Supply and installation of 5No. Trovex Hygipod Basin Units,Shropshire Healthcare Procurement Service,2022-07-15 17:30:00,Open,SY3 8XQ,0.0,"1 July 2022, last edited  1 July 2022",Opportunity,
1314,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
1315,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
1316,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
1317,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
1318,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
1319,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
1320,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
1321,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
1322,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
1323,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
1324,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
1325,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
1326,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
1327,NHS National Framework Agreement for the supply of products for the treatment of Haemophilia A,NHS ENGLAND,,Open,"United Kingdom, Isle of Man, Channel Islands",20586250000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-02-01
1328,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
1329,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
1330,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
1331,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
1332,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
1333,RA320214 - Supply and installation of 5No. Trovex Hygipod Basin Units,Shropshire Healthcare Procurement Service,2022-07-15 17:30:00,Open,SY3 8XQ,0.0,"1 July 2022, last edited  1 July 2022",Opportunity,
1334,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
1335,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
1336,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
1337,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
1338,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
1339,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
1340,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
1341,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
1342,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
1343,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
1344,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
1345,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
1346,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
1347,NHS National Framework Agreement for the supply of products for the treatment of Haemophilia A,NHS ENGLAND,,Open,"United Kingdom, Isle of Man, Channel Islands",20586250000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-02-01
1348,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
1349,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
1350,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
1351,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
1352,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
1353,RA320214 - Supply and installation of 5No. Trovex Hygipod Basin Units,Shropshire Healthcare Procurement Service,2022-07-15 17:30:00,Open,SY3 8XQ,0.0,"1 July 2022, last edited  1 July 2022",Opportunity,
1354,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
1355,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
1356,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
1357,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
1358,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
1359,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
1360,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
1361,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
1362,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
1363,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
1364,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
1365,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
1366,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
